"Age","ModLat","ModLon"
14.67599167,-7.08,58.12
14.717,-7.08,58.12
14.895,-7.08,58.12
14.91924167,-7.08,58.12
15.134,-7.08,58.12
15.16249167,-7.08,58.12
15.457635,-7.08,58.12
15.536,-7.08,58.12
15.61655833,-7.08,58.12
15.720345,-7.08,58.12
15.781,-7.08,58.12
15.88251167,-7.08,58.12
15.949,-7.08,58.12
16.13282903,-7.08,58.12
16.26178372,-7.08,58.12
16.47030619,-7.08,58.12
16.77211504,-7.08,58.12
17.04648673,-7.08,58.12
17.32085841,-7.08,58.12
17.4992,-7.08,58.12
17.72967221,-7.08,58.12
18.00678761,-7.08,58.12
18.22628496,-7.08,58.12
18.28390301,-7.08,58.12
18.33328991,-7.08,58.12
18.47047575,-7.08,58.12
18.55827469,-7.08,58.12
18.60217416,-7.08,58.12
18.67076708,-7.08,58.12
18.83264637,-7.08,58.12
18.87654584,-7.08,58.12
19.10427434,-7.08,58.12
19.26340991,-7.08,58.12
19.28261593,-7.08,58.12
19.37864602,-7.08,58.12
19.65850513,-7.08,58.12
19.69966088,-7.08,58.12
19.98226372,-7.08,58.12
20.3389469,-7.08,58.12
20.61057487,-7.08,58.12
20.93158973,-7.08,58.12
22.11961912,-7.08,58.12
4.847299887,-11.15,70.53
4.982936866,-11.15,70.53
5.120131863,-11.15,70.53
5.239061747,-11.15,70.53
5.359259541,-11.15,70.53
5.473371371,-11.15,70.53
5.600162292,-11.15,70.53
5.714274122,-11.15,70.53
5.849686826,-11.15,70.53
5.962784329,-11.15,70.53
6.081967795,-11.15,70.53
6.196079625,-11.15,70.53
6.322870546,-11.15,70.53
6.449661468,-11.15,70.53
6.571380753,-11.15,70.53
6.615503994,-11.15,70.53
6.850320781,-11.15,70.53
6.918787879,-11.15,70.53
7.085054545,-11.15,70.53
7.221290909,-11.15,70.53
7.406872727,-11.15,70.53
7.569927273,-11.15,70.53
7.700084848,-11.15,70.53
8.019042424,-11.15,70.53
8.097709091,-11.15,70.53
8.147769697,-11.15,70.53
8.199260606,-11.15,70.53
8.381285838,-11.15,70.53
8.581876629,-11.15,70.53
8.71876629,-11.15,70.53
8.871242398,-11.15,70.53
9.104716532,-11.15,70.53
9.453272987,-11.15,70.53
10.52063364,-11.15,70.53
11.9392565,-11.15,70.53
12.47303445,-11.15,70.53
12.53730204,-11.15,70.53
13.05322789,-11.15,70.53
13.25406407,-11.15,70.53
13.63252871,-11.15,70.53
13.9003103,-11.15,70.53
14.76078179,-11.15,70.53
14.93930284,-11.15,70.53
15.29883681,-11.15,70.53
15.51979877,-11.15,70.53
15.64579141,-11.15,70.53
15.70973742,-11.15,70.53
15.73253006,-11.15,70.53
16.06428957,-11.15,70.53
16.31184294,-11.15,70.53
17.1672,-11.15,70.53
17.74416414,-11.15,70.53
18.89819895,-11.15,70.53
22.82348076,-11.15,70.53
111.96,-30.99,108.35
111.97,-30.99,108.35
112.11,-30.99,108.35
84.918867,-33.79,112.47
85.296912,-33.79,112.47
85.589324,-33.79,112.47
86.42678,-33.79,112.47
86.49848,-33.79,112.47
86.57018,-33.79,112.47
86.807268,-33.79,112.47
86.88088,-33.79,112.47
86.95258,-33.79,112.47
88.152392,-33.79,112.47
89.817016,-33.79,112.47
89.868744,-33.79,112.47
91.372248,-33.79,112.47
93.983418,-33.79,112.47
82.206699,-33.79,112.47
83.206699,-33.79,112.47
82.694499,-33.79,112.47
83.694499,-33.79,112.47
82.972545,-33.79,112.47
83.972545,-33.79,112.47
83.39937,-33.79,112.47
83.670099,-33.79,112.47
84.670099,-33.79,112.47
83.679855,-33.79,112.47
84.043266,-33.79,112.47
25.165,-52.22,166.19
30.595,-52.22,166.19
35.805,-52.22,166.19
53.41675676,-52.22,166.19
53.47567568,-52.22,166.19
53.78756757,-52.22,166.19
53.90702703,-52.22,166.19
54.01135135,-52.22,166.19
54.45513514,-52.22,166.19
54.52972973,-52.22,166.19
54.86540541,-52.22,166.19
54.89189189,-52.22,166.19
54.93513514,-52.22,166.19
54.97837838,-52.22,166.19
55.89879908,-52.22,166.19
55.94267898,-52.22,166.19
55.9565358,-52.22,166.19
55.97039261,-52.22,166.19
55.99579677,-52.22,166.19
56.00965358,-52.22,166.19
56.03274827,-52.22,166.19
56.08,-52.22,166.19
56.54,-52.22,166.19
56.73,-52.22,166.19
59,-52.22,166.19
59.62,-52.22,166.19
60.41,-52.22,166.19
5.8,-0.5,158.51
6.02,-0.5,158.51
6.26,-0.5,158.51
6.5,-0.5,158.51
6.85,-0.5,158.51
7.2,-0.5,158.51
7.46,-0.5,158.51
7.68,-0.5,158.51
8.1,-0.5,158.51
8.37,-0.5,158.51
8.55,-0.5,158.51
8.81,-0.5,158.51
9.13,-0.5,158.51
9.5,-0.5,158.51
9.9,-0.5,158.51
10.31,-0.5,158.51
10.75,-0.5,158.51
10.97,-0.5,158.51
11.13,-0.5,158.51
11.32,-0.5,158.51
11.53,-0.5,158.51
11.96,-0.5,158.51
12.27,-0.5,158.51
12.63,-0.5,158.51
12.8,-0.5,158.51
12.9,-0.5,158.51
13.12,-0.5,158.51
13.39,-0.5,158.51
13.66,-0.5,158.51
13.77,-0.5,158.51
14.62,-0.5,158.51
14.86,-0.5,158.51
15.26,-0.5,158.51
15.54,-0.5,158.51
16.1,-0.5,158.51
16.35,-0.5,158.51
16.63,-0.5,158.51
17.16,-0.5,158.51
17.79,-0.5,158.51
13.32,-0.5,158.51
13.35,-0.5,158.51
13.43,-0.5,158.51
13.49,-0.5,158.51
13.57,-0.5,158.51
13.58,-0.5,158.51
13.61,-0.5,158.51
13.62,-0.5,158.51
13.81,-0.5,158.51
13.82,-0.5,158.51
13.84,-0.5,158.51
13.86,-0.5,158.51
13.88,-0.5,158.51
13.9,-0.5,158.51
13.91,-0.5,158.51
13.94,-0.5,158.51
13.96,-0.5,158.51
13.97,-0.5,158.51
14,-0.5,158.51
14.02,-0.5,158.51
14.23,-0.5,158.51
14.25,-0.5,158.51
14.28,-0.5,158.51
14.3,-0.5,158.51
14.33,-0.5,158.51
14.36,-0.5,158.51
14.38,-0.5,158.51
14.39,-0.5,158.51
14.4,-0.5,158.51
14.42,-0.5,158.51
14.38169448,-0.5,158.51
14.3951733,-0.5,158.51
14.40865212,-0.5,158.51
14.42213094,-0.5,158.51
14.43560976,-0.5,158.51
14.44908858,-0.5,158.51
14.46256739,-0.5,158.51
14.47604621,-0.5,158.51
14.64669471,-0.5,158.51
14.67031931,-0.5,158.51
14.69394391,-0.5,158.51
14.7175685,-0.5,158.51
14.75694283,-0.5,158.51
14.78056742,-0.5,158.51
14.80419202,-0.5,158.51
14.82781661,-0.5,158.51
14.85144121,-0.5,158.51
14.8750658,-0.5,158.51
14.8986904,-0.5,158.51
14.92231499,-0.5,158.51
14.94593959,-0.5,158.51
14.96956419,-0.5,158.51
14.99318878,-0.5,158.51
15.01681338,-0.5,158.51
15.0561877,-0.5,158.51
15.0798123,-0.5,158.51
15.10343689,-0.5,158.51
15.12706149,-0.5,158.51
15.15068608,-0.5,158.51
15.17431068,-0.5,158.51
15.19793528,-0.5,158.51
15.22155987,-0.5,158.51
15.24518447,-0.5,158.51
15.26880906,-0.5,158.51
15.29243366,-0.5,158.51
15.35543258,-0.5,158.51
15.37905717,-0.5,158.51
15.40268177,-0.5,158.51
15.42630636,-0.5,158.51
15.44993096,-0.5,158.51
15.47355556,-0.5,158.51
15.49718015,-0.5,158.51
15.52080475,-0.5,158.51
15.54442934,-0.5,158.51
15.56805394,-0.5,158.51
15.59167853,-0.5,158.51
15.61530313,-0.5,158.51
15.67830205,-0.5,158.51
15.70192665,-0.5,158.51
15.72555124,-0.5,158.51
15.74917584,-0.5,158.51
15.77280043,-0.5,158.51
15.82004962,-0.5,158.51
15.97754693,-0.5,158.51
16.00117152,-0.5,158.51
16.02479612,-0.5,158.51
16.04842071,-0.5,158.51
16.07204531,-0.5,158.51
16.08329699,-0.5,158.51
16.09703445,-0.5,158.51
16.16737026,-0.5,158.51
16.16975142,-0.5,158.51
16.17304841,-0.5,158.51
16.17488007,-0.5,158.51
16.17515482,-0.5,158.51
16.18074139,-0.5,158.51
16.18623637,-0.5,158.51
16.18861753,-0.5,158.51
16.18889228,-0.5,158.51
16.19182294,-0.5,158.51
16.1947536,-0.5,158.51
16.19731792,-0.5,158.51
16.20034017,-0.5,158.51
16.20235499,-0.5,158.51
16.20262974,-0.5,158.51
16.20620148,-0.5,158.51
16.20748365,-0.5,158.51
16.21435238,-0.5,158.51
16.21609246,-0.5,158.51
16.2163672,-0.5,158.51
16.2191147,-0.5,158.51
16.22213694,-0.5,158.51
16.22470126,-0.5,158.51
16.22772351,-0.5,158.51
16.22982992,-0.5,158.51
16.23010467,-0.5,158.51
16.23340166,-0.5,158.51
16.2358744,-0.5,158.51
16.23917139,-0.5,158.51
16.24118622,-0.5,158.51
16.24356738,-0.5,158.51
16.24384213,-0.5,158.51
16.25217619,-0.5,158.51
16.2553816,-0.5,158.51
16.25730484,-0.5,158.51
16.25757959,-0.5,158.51
16.25941125,-0.5,158.51
16.26316616,-0.5,158.51
16.26536415,-0.5,158.51
16.26875273,-0.5,158.51
16.27726995,-0.5,158.51
16.27965111,-0.5,158.51
16.28276494,-0.5,158.51
16.28477976,-0.5,158.51
16.28505451,-0.5,158.51
16.28716092,-0.5,158.51
16.29174008,-0.5,158.51
16.29393807,-0.5,158.51
16.29613607,-0.5,158.51
16.29851723,-0.5,158.51
16.29879198,-0.5,158.51
16.30456171,-0.5,158.51
16.30721762,-0.5,158.51
16.31033144,-0.5,158.51
16.31225469,-0.5,158.51
16.31252944,-0.5,158.51
16.31591801,-0.5,158.51
16.31820759,-0.5,158.51
16.32370257,-0.5,158.51
16.32599215,-0.5,158.51
16.3262669,-0.5,158.51
16.32919756,-0.5,158.51
16.34888792,-0.5,158.51
16.36262538,-0.5,158.51
16.37636284,-0.5,158.51
16.39010031,-0.5,158.51
16.40383777,-0.5,158.51
16.41757523,-0.5,158.51
16.43131269,-0.5,158.51
16.44505015,-0.5,158.51
16.5529661,-0.5,158.51
16.58474576,-0.5,158.51
16.61652542,-0.5,158.51
16.64830508,-0.5,158.51
16.68008475,-0.5,158.51
16.71186441,-0.5,158.51
16.74364407,-0.5,158.51
16.77542373,-0.5,158.51
16.80720339,-0.5,158.51
16.83898305,-0.5,158.51
16.87076271,-0.5,158.51
16.90254237,-0.5,158.51
16.95550847,-0.5,158.51
16.98728814,-0.5,158.51
17.0190678,-0.5,158.51
17.05084746,-0.5,158.51
17.08262712,-0.5,158.51
17.11440678,-0.5,158.51
17.82415254,-0.5,158.51
17.8559322,-0.5,158.51
17.88771186,-0.5,158.51
17.91949153,-0.5,158.51
17.95127119,-0.5,158.51
17.98305085,-0.5,158.51
18.01483051,-0.5,158.51
18.04661017,-0.5,158.51
18.07838983,-0.5,158.51
18.11016949,-0.5,158.51
0.01,15.82,124.65
0.16,15.82,124.65
0.41,15.82,124.65
0.42,15.82,124.65
0.49,15.82,124.65
0.94,15.82,124.65
1.32,15.82,124.65
1.45,15.82,124.65
1.96,15.82,124.65
2.45,15.82,124.65
2.72,15.82,124.65
2.81,15.82,124.65
2.86,15.82,124.65
3.3,15.82,124.65
3.41,15.82,124.65
3.49,15.82,124.65
3.56,15.82,124.65
3.65,15.82,124.65
3.72,15.82,124.65
3.81,15.82,124.65
3.9,15.82,124.65
4.13,15.82,124.65
4.22,15.82,124.65
4.55,15.82,124.65
4.59,15.82,124.65
4.61,15.82,124.65
4.74,15.82,124.65
4.79,15.82,124.65
4.87,15.82,124.65
4.92,15.82,124.65
5,15.82,124.65
5.05,15.82,124.65
5.13,15.82,124.65
5.16,15.82,124.65
5.3,15.82,124.65
5.35,15.82,124.65
5.62,15.82,124.65
5.68,15.82,124.65
5.77,15.82,124.65
5.92,15.82,124.65
6.08,15.82,124.65
6.2,15.82,124.65
6.32,15.82,124.65
6.44,15.82,124.65
7.19,15.82,124.65
7.68,15.82,124.65
8.17,15.82,124.65
8.41,15.82,124.65
8.47,15.82,124.65
30.595,15.82,124.65
35.805,15.82,124.65
84.675,32,157.85
102.616666666667,32,157.85
81.7366666666667,32,157.85
67.15,32,157.85
67.66,32,157.85
68.57,32,157.85
69.1,32,157.85
69.64,32,157.85
70.1,32,157.85
70.15,32,157.85
70.23,32,157.85
70.41,32,157.85
70.5,32,157.85
70.59,32,157.85
70.68,32,157.85
70.77,32,157.85
70.85,32,157.85
70.94,32,157.85
71.46,32,157.85
71.94,32,157.85
72.41,32,157.85
73.4,32,157.85
74.5,32,157.85
74.98,32,157.85
76.91,32,157.85
106.85,31.87,157.48
69.085,-50.87,-46.78
77.91,-50.87,-46.78
84.675,-50.87,-46.78
102.616666666667,-50.87,-46.78
110.59,-50.87,-46.78
110.91,-50.87,-46.78
111.19,-50.87,-46.78
20.173,5.9,-44.2
20.22080702,5.9,-44.2
20.27817544,5.9,-44.2
20.33363158,5.9,-44.2
22.34496842,5.9,-44.2
22.4027193,5.9,-44.2
22.45817544,5.9,-44.2
25.16362525,5.9,-44.2
25.22669646,5.9,-44.2
25.26565485,5.9,-44.2
25.27254545,5.9,-44.2
25.30699846,5.9,-44.2
25.34516179,5.9,-44.2
25.36636364,5.9,-44.2
26.69677966,5.9,-44.2
26.73202773,5.9,-44.2
26.77628659,5.9,-44.2
26.81604006,5.9,-44.2
26.85420339,5.9,-44.2
26.895547,5.9,-44.2
26.91674884,5.9,-44.2
28.73051591,5.9,-44.2
28.73773864,5.9,-44.2
28.76250227,5.9,-44.2
28.77591591,5.9,-44.2
28.81460909,5.9,-44.2
28.84607955,5.9,-44.2
28.88477273,5.9,-44.2
28.92346591,5.9,-44.2
66.45,-28.29,-41.09
67.01,-28.29,-41.09
67.26,-28.29,-41.09
69.52,-28.29,-41.09
70.18,-28.29,-41.09
70.58,-28.29,-41.09
70.81,-28.29,-41.09
70.82,-28.29,-41.09
71.99,-28.29,-41.09
72.22,-28.29,-41.09
72.7,-28.29,-41.09
72.83,-28.29,-41.09
75.19,-28.29,-41.09
75.37,-28.29,-41.09
75.54,-28.29,-41.09
75.71,-28.29,-41.09
75.88,-28.29,-41.09
78.48,-28.29,-41.09
78.65,-28.29,-41.09
78.99,-28.29,-41.09
60.45,-30,-35.56
67.62,-30,-35.56
69.67,-30,-35.56
69.74,-30,-35.56
70.16,-30,-35.56
70.19,-30,-35.56
70.22,-30,-35.56
70.24,-30,-35.56
70.25,-30,-35.56
70.28,-30,-35.56
70.31,-30,-35.56
70.82,-30,-35.56
70.84,-30,-35.56
70.87,-30,-35.56
69.62,-30,-35.56
69.63,-30,-35.56
69.7,-30,-35.56
69.6,-30,-35.56
69.65,-30,-35.56
70.27,-30,-35.56
33.12,5.68,-19.85
33.77,5.68,-19.85
34.72,5.68,-19.85
23.7483333333333,5.68,-19.85
26.5816666666667,5.68,-19.85
28.3916666666667,5.68,-19.85
30.595,5.68,-19.85
66.52,40.36,-51.66
67.52,40.36,-51.66
68.67,40.36,-51.66
69.08,40.36,-51.66
69.78,40.36,-51.66
70.18,40.36,-51.66
70.58,40.36,-51.66
69.8,40.36,-51.66
69.88,40.36,-51.66
69.94,40.36,-51.66
70,40.36,-51.66
70.09,40.36,-51.66
70.14,40.36,-51.66
70.21,40.36,-51.66
70.28,40.36,-51.66
70.34,40.36,-51.66
70.41,40.36,-51.66
70.48,40.36,-51.66
70.61,40.36,-51.66
70.69,40.36,-51.66
70.74,40.36,-51.66
70.82,40.36,-51.66
70.89,40.36,-51.66
70.98,40.36,-51.66
68.45,40.36,-51.66
66.755618,30.14,-76.11
66.907196,30.14,-76.11
67.176668,30.14,-76.11
67.358321,30.14,-76.11
67.514711,30.14,-76.11
67.591703,30.14,-76.11
70.029788,30.14,-76.11
70.848599,30.14,-76.11
71.422025,30.14,-76.11
69.918719,30.14,-76.11
69.944549,30.14,-76.11
69.970379,30.14,-76.11
69.996209,30.14,-76.11
70.019456,30.14,-76.11
70.045286,30.14,-76.11
70.073699,30.14,-76.11
70.099529,30.14,-76.11
70.125359,30.14,-76.11
70.151189,30.14,-76.11
70.184768,30.14,-76.11
70.210598,30.14,-76.11
70.236428,30.14,-76.11
70.288088,30.14,-76.11
70.313918,30.14,-76.11
70.339748,30.14,-76.11
70.365578,30.14,-76.11
70.391408,30.14,-76.11
70.417238,30.14,-76.11
70.440485,30.14,-76.11
70.468898,30.14,-76.11
70.492145,30.14,-76.11
70.520558,30.14,-76.11
70.546388,30.14,-76.11
70.567052,30.14,-76.11
70.592882,30.14,-76.11
70.616129,30.14,-76.11
70.644542,30.14,-76.11
70.670372,30.14,-76.11
70.696202,30.14,-76.11
70.722032,30.14,-76.11
70.747862,30.14,-76.11
70.773692,30.14,-76.11
70.799522,30.14,-76.11
70.822769,30.14,-76.11
70.851182,30.14,-76.11
70.877012,30.14,-76.11
70.902842,30.14,-76.11
70.928672,30.14,-76.11
70.954502,30.14,-76.11
70.980332,30.14,-76.11
71.006162,30.14,-76.11
71.026826,30.14,-76.11
71.057822,30.14,-76.11
71.083652,30.14,-76.11
71.106899,30.14,-76.11
71.132729,30.14,-76.11
71.161142,30.14,-76.11
71.186972,30.14,-76.11
71.215385,30.14,-76.11
71.238632,30.14,-76.11
71.264462,30.14,-76.11
71.292875,30.14,-76.11
71.316122,30.14,-76.11
71.341952,30.14,-76.11
71.367782,30.14,-76.11
71.393612,30.14,-76.11
71.419442,30.14,-76.11
71.445272,30.14,-76.11
71.471102,30.14,-76.11
71.496932,30.14,-76.11
71.520179,30.14,-76.11
71.548592,30.14,-76.11
71.574422,30.14,-76.11
71.605418,30.14,-76.11
71.626082,30.14,-76.11
71.651912,30.14,-76.11
71.677742,30.14,-76.11
71.703572,30.14,-76.11
71.729402,30.14,-76.11
71.755232,30.14,-76.11
71.775896,30.14,-76.11
71.801726,30.14,-76.11
71.827556,30.14,-76.11
71.855969,30.14,-76.11
71.876633,30.14,-76.11
71.905046,30.14,-76.11
71.930876,30.14,-76.11
71.956706,30.14,-76.11
71.982536,30.14,-76.11
72.008366,30.14,-76.11
72.034196,30.14,-76.11
72.057443,30.14,-76.11
72.085856,30.14,-76.11
72.111686,30.14,-76.11
72.137516,30.14,-76.11
72.163346,30.14,-76.11
72.189176,30.14,-76.11
72.215006,30.14,-76.11
72.240836,30.14,-76.11
72.2615,30.14,-76.11
